Data Current as of Date,Application ID,Primary Contractor Name,Contractor Type,Project Type,Technology 1,Technology 2,Technology 3,Project Title,Contractor Street,Contractor City,Contractor State/Province,Contractor Zip/Postal Code,Contractor Website,Award Date,Award Amount (US Dollars)
12/8/20,110190,Cornell University,University,Research Study,,,,Greenhouse Humidity Control,341 Pine Tree Road,Ithaca,New York,14850,http://www.cornell.edu/,2/2/16,78792
12/8/20,86141,"Antares Group, Inc.",Consultant,Research Study,,,,Engineering Consultant for Mgmt of Lignocellulosic Ethanol Production Projects,7000 E Genesee Street,Fayetteville,NY,13066,http://antaresgroupinc.com/,3/26/07,80000
12/8/20,75137,The Trustees of Columbia University,University,Research Study,,,,Develop System to Assess Zero-Emission Coal Plant Design Options,1210 Amsterdam Ave,New York,NY,10027,https://secretary.columbia.edu/trustees-columbia-university,1/7/08,81070
12/8/20,75523,"Buckhurst, Fish, Jacquemart, Inc.",Early Stage Company,Research Study,,,,Development of a TDR Toolbox for NYS Municipalities,115 Fifth Ave,New York,NY,10003,http://www.bfjplanning.com,3/19/15,83613
12/8/20,75518,"Buffalo Niagara Medical Campus, Inc.",Other,Research Study,,,,Residential Parking Benefits District,640 Ellicott Street,Buffalo,NY,14203,https://bnmc.org/,3/13/15,84051
12/8/20,74144,Energy Intelligence,Early Stage Company,Research Study,,,,Road-Based Energy Harvesting,640 Ellicott Street Suite 108,Buffalo,New York,14203,http://www.energyintel.us/#/,2/14/14,84887
12/8/20,74028,"Customized Energy Solutions, Ltd.",Corporate,Research Study,,,,Optimizing Transport Electrification Using Advanced Energy Storage,601 Milan Ave,Endicott,NY,13760,http://ces-ltd.com/,9/22/10,85000
12/8/20,87112,Columbia University,University,Research Study,,,,Feasibility Study:Columbia University Proposed Manhattanville Campus Expansion C,622 W 168th St,New York,NY,10032,http://www.columbia.edu,1/13/05,86202
12/8/20,167091,Rochester Institute of Technology,University,Research Study,,,,Integrating Smart Meter with Smart Inverter,1 Lomb Memorial Dr,Rochester,New York,14623,http://www.rit.edu,12/12/19,87209
12/8/20,85814,"URS Group, Inc.",Consultant,Research Study,,,,Consulting Services,P.O. Box 116183,Atlanta,GA,30368,https://www.aecom.com/,8/20/09,87488
12/8/20,87158,"Ridge Energy Storage & Grid Services, L.",Corporate,Research Study,,,,Mini-CAES for Transmission Congestion Relief and Wind Shaping Applications,"3555 Timmons Lane, Suite 650",Houston,TX,77027,http://www.ridgeenergystorage.com/,6/27/05,87938
12/8/20,86934,CoBar Dairy LLC,Early Stage Company,Research Study,,,,Feasibility Study for a Hi-Rise Hybrid Plant with Ice Storage,893 County Highway 1,Mount Upton,NY,13809,http://seneca.cce.cornell.edu/,5/7/03,88250
12/8/20,84971,Cornell University,University,Research Study,,,,Energy and Carbon in Food Systems,341 Pine Tree Road,Ithaca,New York,14850,http://www.cornell.edu/,10/14/14,89084
12/8/20,86636,Equity Power,Early Stage Company,Research Study,,,,Combined Heat and Power System:Biomass Combined Heat and Power System,18 Joseph St Ext.,Troy,NY,12180,https://equitypowerfund.com/,10/1/99,89882
12/8/20,84914,Georgia Tech Research Corporation,Laboratory / Research Center,Research Study,,,,Dynamic Resilience of Electricity Service under Severe Weather,505 W. Tenth Street NW,Atlanta,GA,30332,http://www.gtrc.gatech.edu/,6/18/14,90000
12/8/20,87013,"E3, Inc.",Corporate,Research Study,,,,Sustainable Hydroelectric Energy Network,24 Roxanne Blvd,Highland,NY,12528,http://e3inc.us/,12/5/03,90000
12/8/20,87016,"Energy and Environmental Analysis, Inc.",Consultant,Research Study,,,,Web Based Operational Reliability & Monitoring for NYSERDA CHP Demonstration Pro,1655 Fort Myer Dr Ste 600,Arlington,VA,22209,https://www.icf.com/work/energy,4/5/04,90500
12/8/20,86935,"Cowee Forest Products, Inc.",Early Stage Company,Research Study,,,,WJ Cowee Wood Fired Feasibility Study,28 Taylor Ave # 248,Berlin,NY,12022,,1/16/03,91250
12/8/20,86994,County of Chautaugua,Municipality / Government Agency,Research Study,,,,Feasibility Study of Straw-Fired Power Generating Plants in Chautauqua County,3 N Erie St,Mayville,NY,14757,http://chautauqua.ny.us/,10/16/03,94000
12/8/20,87111,Pace University School of Law,University,Research Study,,,,New York's Pilot Program For Integration of Distribution of Generation in Utilit,78 N Broadway,White Plains,NY,10603,https://law.pace.edu/,10/25/04,94267
12/8/20,84901,"Rentricity, Inc.",Early Stage Company,Research Study,,,,The Albany Water Board is interested in redeveloping an energy recovery site in,175 Varick St Fl 8,New York,NY,10014,http://www.rentricity.com,10/31/13,96638
12/8/20,84932,Texas A&M,University,Research Study,,,,Putting Behavioral Economics to Work: Choice and Nudging Customers to Go Green,400 Bizzell St,College Station,TX,77843,https://www.tamu.edu/,8/3/15,97246
12/8/20,85343,"Joseph Technology Corporation,",Early Stage Company,Research Study,,,,Application of CHP District Energy for Infrastructure Improvement,2 Phyllis Drive,Montvale,NJ,7645,http://www.oliker.net/,7/8/10,98000
12/8/20,87116,County of Chautaugua,Municipality / Government Agency,Research Study,,,,Feasibility Study to Retrofit Dunkirk Electric Generating Station to CHP Operati,3 N Erie St,Mayville,NY,14757,http://chautauqua.ny.us/,10/6/05,98000
12/8/20,166934,Northern Plains Power Technologies,Early Stage Company,Research Study,,,,DER-Driven Ground Fault Overvoltage and Asynchronous Reclosure,807 32nd Avenue,Brookings,SD,57006,http://www.northernplainspower.com/,5/1/19,98111
12/8/20,110116,Finger Lakes RC&D Council,Other,Research Study,,,,Performance of a Commercial Biomass Boiler Using Non-Woody Pellets from New York,415 W Morris St,Bath,NY,14810,,1/27/14,98250
12/8/20,87346,Pace University School of Law,University,Research Study,,,,Mandatory Hourly Pricing and CHP,78 N Broadway,White Plains,NY,10603,https://law.pace.edu/,10/19/07,98689
12/8/20,84851,CUNY Institute for Urban Systems - CIUS,University,Research Study,,,,Behavior and Facility Performance Among NYC Public School Custodian Engineers,"Room 910
160 Convent Avenue",New York,NY,10031,https://www.ccny.cuny.edu/cius,5/21/14,99112
12/8/20,87157,Distributed Utility Associates,Consultant,Research Study,,,,New York Storage Market Analysis:Electic Storage Market Analysis,1062 Concannon Blvd.,Livermore,CA,94550,,4/24/05,99367
12/8/20,75225,"New York Trans Harbor, LLC",Early Stage Company,Research Study,,,,Mechanical Ferry Docking System,"655 Third Ave, 14th Fl",New York,NY,10017,http://www.momentummarine.com,3/24/09,99950
12/8/20,84849,Fraunhofer USA Inc.,Laboratory / Research Center,Research Study,,,,Behavior Research Pilot to Increase Use of Programmed Thermostat Settings,Center for Sustainable Energy Systems 5 Channel Center St,Boston,Massachusetts,2210,https://www.fraunhofer.org/,9/23/14,99980
12/8/20,87117,Griffiss Utility Services Corporation,Corporate,Research Study,,,,Griffiss Biomass Gasification CHP Plant,655 Ellsworth Rd,Rome,NY,13441,http://www.gusc.net/,10/5/04,99988
12/8/20,74165,NESCAUM,Laboratory / Research Center,Research Study,,,,Multistate Zero-Emission Vehicle Collaborative Support,"89 South St, Suite 602",Boston,MA,2111,http://www.nescaum.org/,10/21/14,100000
12/8/20,75448,Electric Power Research Institute,Laboratory / Research Center,Research Study,,,,Evaluation of Eight Retrofit Energy Savings Technologies,"1325 G Street, NW, Ste 1080",Washington,DC,20005,https://www.epri.com,4/16/07,100000
12/8/20,75520,Claire Weisz Architects,Early Stage Company,Research Study,,,,Off-Street Delivery Approaches,224 Centre St Fl 5,New York,NY,10013,http://www.wxystudio.com/,1/13/15,100000
12/8/20,84933,Ithaca College,University,Research Study,,,,A Behavior Research Pilot: Testing Influence of Home Visit from Energy Educator,953 Danby Rd,Ithaca,NY,14850,http://www.ithaca.edu,11/24/14,100000
12/8/20,84934,Sara Silverstone,Early Stage Company,Research Study,,,,Behavior Pilot Using Social Marketing to Change the Decision-Making,"Brockport Research Institute
24 Brook Terrace",Brockport,NY,14420,http://www.BrockportResearchInstitute.com,12/16/14,100000
12/8/20,86844,Chautauqua County Industrial,Municipality / Government Agency,Research Study,,,,Distributed Generation/CHP Application in Chautaugua County:Distributed Generati,201 W 3rd St Ste 115,Jamestown,NY,14701,https://ccida.com/,10/6/01,100000
12/8/20,87007,Gas Technology Institute,Laboratory / Research Center,Research Study,,,,Feasibility Study for Kodak Park,1700 S Mount Prospect Rd,Des Plaines,IL,60018,http://www.gastechnology.org/Pages/default.aspx,12/2/03,100000
12/8/20,87014,"Taylor Biomass Energy, LLC",Early Stage Company,Research Study,,,,Produce Renewable Electric Power:Debris-Derived Biomass Pyrolysis to Produce Ren,350 Neelytown Road,Montgomery,New York,12549,http://www.taylorbiomassenergy.com/,2/27/04,100000
12/8/20,87347,"Energetics, Incorporated",Corporate,Research Study,,,,DG-CHP Infrastructure Security,7067 Columbia Gateway Drive,Columbia,MD,21046,http://www.energetics.com,9/28/07,100000
12/8/20,106042,County of Westchester,Municipality / Government Agency,Research Study,,,,"Town of Valhalla, NY Prize",148 Martine Ave Ste 720,White Plains,NY,10601,http://www.westchestergov.com/,10/29/15,100000
12/8/20,106043,Village of Frankfort Electric Departmen,Municipality / Government Agency,Research Study,,,,Village of Frankfort NY Prize,110 Railroad St,Frankfort,NY,13340,https://villagefrankfort.digitaltowpath.org:10088/content/Departments/View/4?,9/21/15,100000
12/8/20,164126,"Optimal Solutions, Inc.",Corporate,Research Study,,,,Real-Time Analysis of Transformer Oil for Timely Failure Detection,17 Kershaw Ct,Bridgewater,NJ,8807,http://osiopt.com,4/23/19,100000
12/8/20,165803,New York Power Authority,Utility,Research Study,,,,"Feasibility Study: Low Frequency AC Transmission Line (LFAC), Phase One",123 Main St,White Plains,NY,10601,http://www.nypa.gov,5/24/19,100000
12/8/20,86829,Cornell University,University,Research Study,,,,Energy Reduction of Application of Pesticides,341 Pine Tree Road,Ithaca,New York,14850,http://www.cornell.edu/,7/12/02,100031
12/8/20,86145,Center for Economic and Environmental Pa,Industry / Trade Association,Research Study,,,,"Eco-Grid, Biomass-Fired, District CHP/Heating and Cooling System",520 N Main St,Meadville,PA,16335,https://www.ncceed.org/,6/5/07,101520
12/8/20,75519,Green Options Buffalo,Other,Research Study,,,,Complete Streets Evaluation,640 Ellicott Street,Buffalo,NY,14203,https://gobikebuffalo.org/,2/20/15,106905
12/8/20,74179,Vnomics Corp,Early Stage Company,Research Study,,,,Truck Trip Fleet Optimization Study,175 Sully's Trail,Pittsford,NY,14534,https://www.vnomicscorp.com/,10/30/15,108156
12/8/20,84936,Rensselaer Polytechnic Institute,University,Research Study,,,,Behavior Research and Energy Message Displays,"Research Adm & Finance, 4th Floor West Hall, 110 8th St",Troy,NY,12180,https://www.rpi.edu/,12/29/15,109473
12/8/20,74178,Research Foundation of CUNY,University,Research Study,,,,Feasibility of Waterborne Distribution at Hunts Point Terminal Market,"230 W 41st Street, 7th Floor",New York,NY,10036,https://www.rfcuny.org/RFWebsite/,6/15/15,110746
12/8/20,85741,Electric Power Research Institute,Laboratory / Research Center,Research Study,,,,Electric Power Research Institute (EPRI) IOAP Gap Analysis,"1325 G Street, NW, Ste 1080",Washington,DC,20005,https://www.epri.com,6/16/15,117000
12/8/20,110201,Northeast Forests LLC,Early Stage Company,Research Study,,,,Low Moisture wood chips,PO Box 284,Thendara,NY,13472,http://www.northeastforests.com,10/18/13,117810
12/8/20,84893,R-Display and Lighting LLC,Early Stage Company,Research Study,,,,Lower Cost OLED Lighting Using Advanced Materials and Device Fabrication Process,1900 Empire Blvd Ste 314,Webster,NY,14580,http://www.r-displayandlighting.com,5/20/14,119000
12/8/20,84850,Clarkson University,University,Research Study,,,,Clean Energy and Smart Student Housing: Motivational Interventions,8 Clarkson Avenue CU Box 5630,Potsdam,NY,13699,http://www.clarkson.edu,12/23/13,120000
12/8/20,234236,JEM Engineering,Early Stage Company,Research Study,,,,Voltage Remediation for High Penetration of DER,32 Old Farms Road,Poughkeepsie,NY,12603,https://www.jemengineering.com/,7/27/20,120000
12/8/20,84870,Cornell University,University,Research Study,,,,Quantifying the Micro-environmental Air Quality Impact of the CHP Facility at SU,341 Pine Tree Road,Ithaca,New York,14850,http://www.cornell.edu/,8/20/13,124970
12/8/20,75261,Upper Mohawk Valley,Municipality / Government Agency,Research Study,,,,Electrocoagulation to Treat Drinking Water,"Regional Water Board
1 Kennedy Plaza",Utica,NY,13502,https://www.mvwa.us/,9/25/97,125000
12/8/20,110118,Curran Renewable Energy,Corporate,Research Study,,,,Pneumatic Wood Pellet Delivery Truck Demonstration,20 Commerce Drive,Massena,NY,13662,http://www.curranpellets.com,6/28/12,125000
12/8/20,74034,Electric Transportation Engineering Corp,Other,Research Study,,,,NYS Plug-In Hybrid Infrastructure Roadmap,30 South 2nd Avenue,Phoenix,AZ,85003,http://www.etecevs.com/,11/26/08,129450
12/8/20,86821,Spec Consulting Services Llc,Consultant,Research Study,,,,Fuel Oil Storage Tanks Demonstration:Robotic Inspection of Fuel Oil Storage Tank,16 Computer Dr W Ste 1,Albany,NY,12205,https://www.specllc.com/,12/7/01,140000
12/8/20,85598,Third Power LLC,Laboratory / Research Center,Research Study,,,,Engineering study to assess the feasibility of implementing Triple-Point Energyâ,26 Mianus Dr,Bedford,NY,10506,,4/29/13,146962
12/8/20,75535,"KLD Engineering, P.C.",Early Stage Company,Research Study,,,,ICM Demonstration for Suffolk County and New York State DOT: Region 10,"1601 Veterans Memorial Highway, Suite 340",Islandia,NY,11749,http://www.kldcompanies.com,4/14/16,148757
12/8/20,75534,ClosedLoops LLC,Early Stage Company,Research Study,,,,High Line Corridor Pneumatic Waste Collection System,156 Mountain Road,Stanfordville,NY,12581,http://www.closedloops.net/,3/22/16,149375
12/8/20,87274,"DLtech, Inc.",Early Stage Company,Research Study,,,,Technical Support for Farm Management Initiatives,PO Box 3910,Ithaca,NY,14852,http://www.dl-tech.net,11/6/06,149416
12/8/20,75456,"Bergman Associates, P.C.",Consultant,Research Study,,,,Traffic Signal Study for Upstate New York,"280 East Broad Street, Suite 200",Rochester,New York,14604,http://www.bergmannpc.com/,3/15/06,149448
12/8/20,75187,Brookhaven National Lab,Laboratory / Research Center,Research Study,,,,Investigation of Particulate Matter Emission Reduction Using Biofuel Blends in,PO Box 5000,Upton,NY,11973,https://www.bnl.gov/world/,3/31/08,150000
12/8/20,75537,Syracuse University,University,Research Study,,,,Feasibility Assessment of Transportation Alternatives,University Place,Syracuse,NY,13244,http://www.syr.edu,4/12/16,150000
12/8/20,110135,"Hearthlab Solutions, LLC",Early Stage Company,Research Study,,,,Cordwood test mthd wood stoves,PO Box 451,Bethel,VT,5032,https://www.hearthlabs.com/,8/3/17,150000
12/8/20,86917,Rensselaer Polytechnic Institute-LRC,University,Research Study,,,,Smart Roadway Lighting,21 Union St,Troy,NY,12180,http://www.lrc.rpi.edu/,11/1/02,153041
12/8/20,75582,KLD Engineering P.C,Early Stage Company,Research Study,,,,Evaluating Transportation Resiliency under Emerging Vulnerabilities,"1601 Veterans Memorial Highway, Suite 340",Islandia,NY,11749,http://www.kldcompanies.com,5/22/15,158743
12/8/20,109941,NanoAnalytics Inc.,Laboratory / Research Center,Research Study,,,,Wood Combustion Nanoparticle Characterization using Cord Wood-fired and Wood Pel,23 Camp Woodbine Road,Port Jefferson,NY,11777,https://www.nanoanalytics.com/en/,8/24/15,159700
12/8/20,85346,Electric Power Research Institute,Laboratory / Research Center,Research Study,,,,Feasibility Study to Test Hydro Turbine for High Survival Rate in Fish,"1325 G Street, NW, Ste 1080",Washington,DC,20005,https://www.epri.com,10/5/11,160000
12/8/20,90480,"O'Brien & Gere Engineers, Inc.",Consultant,Research Study,,,,Co-simulation Platform for Islanding Studies of DR Interconnection,333 West Washington Street,Syracuse,New York,13202,https://www.ramboll.com/,8/10/17,162597
12/8/20,86855,"Metrix Composites, Inc.",Other,Research Study,,,,Selective Gelation Printing for Ceramic Implants,1001 Broad Street,Utica,NY,13501,,11/19/01,176422
12/8/20,109997,NESCAUM,Laboratory / Research Center,Research Study,,,,Development of Alternative Test Method for Biomass Heating (32964),"89 South St, Suite 602",Boston,MA,2111,http://www.nescaum.org/,12/19/13,178000
12/8/20,109935,ClearStak LLC,Laboratory / Research Center,Research Study,,,,Test Method Validation of Hydronic Heaters with Partial Thermal Storage,PO Box 109,Putnam,CT,6260,https://www.clearstak.com/,7/20/15,183520
12/8/20,109945,Cornell University,University,Research Study,,,,Improving the parameterization of building downwash effect in local air quality,341 Pine Tree Road,Ithaca,New York,14850,http://www.cornell.edu/,11/29/16,189863
